State,County,Date,AQI,AQI_cat,co,ozone,no2,so2,wind,temp,humid,pressure,no
Arizona,Maricopa,2022-01-06,102,Unhealthy for Sensitive Groups,0.6796004375,0.01667631818181818,26.531703,0.6639321666666667,1.5339014545454546,51.666667,60.041667,975.1625,30.629167
Arizona,Maricopa,2022-02-04,56,Moderate,0.3194756875,0.03561772727272727,18.649305666666667,0.08194433333333333,4.350568136363636,50.791667,17.916667,987.504167,3.129167
Arizona,Maricopa,2022-02-05,67,Moderate,0.3608438125,0.03055077272727273,16.986805666666665,0.1083335,3.3960226363636363,53.75,21.208333,981.975,3.495833
Arizona,Maricopa,2022-02-06,73,Moderate,0.4980834375,0.040478545454545455,17.699305666666667,0.3124998333333333,3.2670454545454546,55.166667,26.875,980.470833,11.945833
Arizona,Maricopa,2022-02-12,62,Moderate,0.5594660625,0.03138236363636364,22.881249833333335,0.4687501666666667,2.885227318181818,63,31.208333,980.116667,18.008333
Arizona,Maricopa,2022-02-13,67,Moderate,0.4691119375,0.030770045454545453,19.171527833333332,0.27638883333333336,2.538447,62.166667,27.833333,981.970833,12.416667
Arizona,Maricopa,2022-02-14,75,Moderate,0.5717109375,0.028173727272727274,24.214742333333334,0.639881,2.1590908636363637,61.583333,29.875,976.133333,18.495833
Arizona,Maricopa,2022-02-19,83,Moderate,0.5393436875,0.03007852380952381,22.236111166666667,0.4197221666666667,2.391477181818182,60.166667,29,977.545833,11.229167
Arizona,Maricopa,2022-02-20,53,Moderate,0.4004191875,0.035319333333333335,15.8930555,0.18680549999999999,2.408522772727273,62.416667,27.875,972.675,6.708333
Arizona,Maricopa,2022-02-25,52,Moderate,0.35151306250000003,0.028456727272727272,20.45,0.22361116666666667,2.0825758636363636,51.083333,47.708333,978.991667,13.3
Arizona,Maricopa,2022-02-26,59,Moderate,0.3803515625,0.03765768181818182,19.32013883333333,0.21458333333333332,2.1126895,54.458333,42.25,982.483333,5.579167
Arizona,Maricopa,2022-03-13,54,Moderate,0.4307421875,0.03581290909090909,16.745833166666667,0.13194450000000002,2.7239669545454546,62.458333,26.833333,975.054167,6.5125
Arizona,Maricopa,2022-03-27,55,Moderate,0.41282025,0.03677871428571429,12.858333333333334,0.1041665,3.012689409090909,78.125,15.958333,969.4375,0.954167
Arizona,Maricopa,2022-04-09,71,Moderate,0.3029843125,0.041162565217391305,11.663194333333333,0.0756945,4.5181818181818185,79.708333,16.041667,967.35,1.358333
Arizona,Maricopa,2022-04-15,73,Moderate,0.3024101875,0.038061391304347825,18.763888833333333,0.09097216666666667,2.521780272727273,72.625,17.708333,970.466667,1.995833
Arizona,Maricopa,2022-04-16,71,Moderate,0.25139325,0.038411695652173915,11.689583333333333,0.075,3.8314393636363637,75.5,16.875,972.391667,1.116667
Arizona,Maricopa,2022-05-28,60,Moderate,0.1492630625,0.038237782608695654,7.536111166666667,0.10416666666666667,4.623863590909091,89.125,12.791667,965.275,0.295833
Arizona,Pima,2022-01-02,55,Moderate,0.24330225,0.027698625,9.252083,0.0625,4.6796668,41.9791666,53.58333328571429,919.454167,1.2895835
Arizona,Pima,2022-01-03,55,Moderate,0.28946875,0.021544125,11.3625,0.075,4.7708334,46.7708332,50.14880957142857,918.9375,4.3895835
Arizona,Pima,2022-01-04,48,Good,0.33187125,0.022978125,16.020833500000002,0.1145835,3.8628433,48.8166667,44.72023814285714,920.616667,5.675000000000001
Arizona,Pima,2022-01-05,50,Good,0.35472925,0.02061,18.6430555,0.1208335,3.4103921,47.975,46.32142842857143,920.795833,5.2375
Arizona,Pima,2022-01-06,45,Good,0.38871225,0.0213015,19.7583335,0.09166650000000001,3.1375001,50.579166799999996,50.77976185714286,921.933333,6.2708335
Arizona,Pima,2022-01-12,45,Good,0.37333325,0.01852825,17.9436595,0.1065215,3.3380001,51.5775001,48.303571285714284,919.675,6.2240945
Arizona,Pima,2022-01-14,42,Good,0.321323,0.02488975,18.4770835,0.15625,3.3825000000000003,53.070833300000004,38.303571285714284,920.241667,3.8604165
Arizona,Pima,2022-01-15,43,Good,0.28354175,0.035419125,11.941666999999999,0.0604165,5.7370833,52.5625001,34.04166685714286,915.8625,3.233333
Arizona,Pima,2022-01-17,44,Good,0.2930935,0.024102875,16.5395835,0.12291650000000001,3.37,55.0416668,36.64285714285714,918.391667,2.7770835
Arizona,Pima,2022-01-18,38,Good,0.31374475,0.018647125,10.968116,0.060559,3.49,53.8166667,68.72023814285714,924.433333,2.7564314999999997
Arizona,Pima,2022-01-23,48,Good,0.21188525,0.0275515,8.4333335,0.0604165,3.7129166,51.6083333,57.422619142857144,918.725,0.9
Arizona,Pima,2022-02-06,52,Moderate,0.27953125,0.03780025,12.3854165,0.275,4.0272619,49.5833333,23.92687085714286,914.566667,2.266667
Arizona,Pima,2022-04-21,48,Good,0.26166675,0.03883825,6.518750000000001,0.2333335,5.1945833,75.8166667,14.619047714285715,920.2125,0.9895835000000001
Arizona,Pima,2022-05-17,51,Moderate,0.210698,0.04043714285714286,3.533333,0.0083335,4.4875,82.9458334,11.702381,920.904167,0.5354165
Arizona,Pima,2022-06-19,49,Good,0.18006250000000001,0.03340342857142857,3.6354165,0.03125,6.2949999,86.0583333,30.541666714285714,925.183333,0.1645835
California,Fresno,2022-01-01,120,Unhealthy for Sensitive Groups,0.5984831666666667,0.013579857142857142,12.4204875,0.1958335,1.728125,41.3640625,85.90138866666666,1011.9104166666666,10.093560833333333
California,Fresno,2022-01-02,83,Moderate,0.6611621666666667,0.014647142857142857,14.5139,0.2708335,2.1479165,43.56510425,75.13749966666667,1014.5326388333333,15.461610666666665
California,Fresno,2022-01-03,81,Moderate,0.7255118333333334,0.011132142857142858,17.942177166666667,0.3375,1.8760417500000002,44.651562375,75.17916666666667,1013.6333333333333,19.911716
California,Fresno,2022-01-04,68,Moderate,0.5323935,0.013882428571428572,15.4204215,0.2395835,2.21944425,47.05677075,78.813889,1016.0256945,9.552725666666667
California,Fresno,2022-01-05,83,Moderate,0.5138203333333333,0.014512571428571428,14.030707666666666,0.1958335,1.764423,50.348597749999996,83.27083333333333,1014.4909721666667,10.2904205
California,Fresno,2022-01-06,72,Moderate,0.45839583333333334,0.013762571428571428,14.045652166666667,0.16875,1.7041665000000001,51.91666675,81.213889,1007.9194445,8.308486833333333
California,Fresno,2022-01-07,90,Moderate,0.4719045,0.011575166666666666,13.666845166666667,0.125,1.73750025,49.470312375,91.00833333333334,1004.6948611666667,10.183234333333333
California,Fresno,2022-01-08,47,Good,0.287219,0.013745,8.423517499999999,0.0020835,2.12916675,48.053124875,94.20694433333334,1010.1944443333334,1.0404039999999999
California,Fresno,2022-01-09,75,Moderate,0.5099476666666667,0.011666666666666667,12.8055335,0.1479165,1.75833325,46.830729125,84.94722233333333,1015.9534721666666,10.077863
California,Fresno,2022-01-10,93,Moderate,0.7956211666666666,0.007117857142857143,16.497895,0.36041650000000003,1.6197917499999999,46.493749875,84.16250033333334,1019.4027778333333,27.2410325
California,Fresno,2022-01-11,96,Moderate,0.6276123333333333,0.010215,16.338208166666668,0.3104165,2.0895835,46.04739575,83.69583333333333,1018.0236111666667,17.2434465
California,Fresno,2022-01-12,99,Moderate,0.5292798333333333,0.011235285714285713,15.8300065,0.22291650000000002,1.97395825,48.128645750000004,83.251389,1015.1875001666666,8.904482166666666
